mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_oob_score	param_n_estimators	param_min_samples_split	param_min_samples_leaf	param_max_features	param_max_depth	param_bootstrap	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
171.7686848640442	0.7758877281933022	0.3703502655029297	0.03913816260608022	True	300	10	3			True	{'oob_score': True, 'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': None, 'max_depth': None, 'bootstrap': True}	0.9979355322976307	0.9976562706306702	0.9978546975183935	0.9972909102527718	0.997916579145792	0.9977307979690517	0.0002411793591321375	1
22.224755620956422	0.5130938669551534	0.6160830497741699	0.026865080004410336	True	200	6	3	sqrt		True	{'oob_score': True, 'n_estimators': 200, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': True}	0.9463117026243957	0.9457312420611136	0.9422623804767694	0.9440428991843135	0.9461217663553823	0.944893998140395	0.0015406530522488414	2
49.182122468948364	2.5493439673565	1.6267560482025147	0.39677048159295364	True	500	2	7	log2		True	{'oob_score': True, 'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 7, 'max_features': 'log2', 'max_depth': None, 'bootstrap': True}	0.8522240899652456	0.8533482940535493	0.850254379682915	0.8544243171732545	0.8523633902869154	0.8525228942323759	0.001382575699531948	3
7.240027236938476	0.2587553223670227	0.26337432861328125	0.021276927049879633	False	100	10	7	log2		True	{'oob_score': False, 'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 7, 'max_features': 'log2', 'max_depth': None, 'bootstrap': True}	0.8569404040290622	0.8542273978098844	0.8489126992528992	0.8501514213921191	0.8451230427318217	0.8510709930431574	0.004130250195459258	4
258.0172957897186	4.2355641727835875	0.5676886081695557	0.08321084471806768	False	400	6	1		8	False	{'oob_score': False, 'n_estimators': 400, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 8, 'bootstrap': False}	0.8394753355610962	0.843293349590274	0.8307797810620803	0.7989106796525014	0.8381045073130765	0.8301127306358056	0.016119978432400258	5
197.3175172328949	2.9734197786175227	0.8405847072601318	0.09980196133063876	False	500	2	3		7	True	{'oob_score': False, 'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_features': None, 'max_depth': 7, 'bootstrap': True}	0.7928478072459457	0.7896833637177832	0.7706914891036776	0.7856051970363268	0.7927618437801718	0.786317940176781	0.008248431476655988	6
55.18381857872009	0.9445005170972739	0.11801590919494628	0.01112733344137216	False	100	6	1		7	False	{'oob_score': False, 'n_estimators': 100, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 7, 'bootstrap': False}	0.6903503799606906	0.7024373335857883	0.694531980518768	0.6146123212636234	0.6883654290395187	0.6780594888736778	0.0320887636968406	7
162.82383155822754	1.237732113632476	0.3337102890014648	0.015162032489304474	False	300	10	1		7	False	{'oob_score': False, 'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 7, 'bootstrap': False}	0.6903503799606907	0.7024373335857881	0.6945319805187675	0.6146123212636233	0.6883654290395187	0.6780594888736776	0.03208876369684058	8
10.464977836608886	0.5614637236258542	0.27609004974365237	0.03307277048120247	False	200	2	5	sqrt	8	True	{'oob_score': False, 'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 8, 'bootstrap': True}	0.5875140275866451	0.5900529557921139	0.5887252406542774	0.5907014374970279	0.5845750116277162	0.5883137346315561	0.002168544833890789	9
147.60924491882324	1.703784840633559	0.30370264053344725	0.03288415867691427	False	300	10	5		6	False	{'oob_score': False, 'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': None, 'max_depth': 6, 'bootstrap': False}	0.5330796234060036	0.5277545713427778	0.5347637334142006	0.47818139711088714	0.5117484654232072	0.5171055581394153	0.021091098366498078	10
5.918465042114258	0.18359226583925023	0.15930886268615724	0.008386356744024203	False	100	10	3	log2	8	False	{'oob_score': False, 'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': 8, 'bootstrap': False}	0.5137727627205941	0.5111106543852628	0.5064482509817843	0.5047434758919103	0.4920747067364506	0.5056299701432003	0.0075039135434036555	11
13.046209192276	0.20952471349421167	0.24004225730895995	0.025045828039139365	False	200	6	7	sqrt	7	False	{'oob_score': False, 'n_estimators': 200, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_depth': 7, 'bootstrap': False}	0.496638817858271	0.4841735000202325	0.4723198714109199	0.47702647884561955	0.4826986072723872	0.482571455081486	0.008201404030652702	12
29.304420948028564	0.7605059035046937	0.6232006072998046	0.04826410319271744	True	500	6	1	sqrt	7	True	{'oob_score': True, 'n_estimators': 500, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 7, 'bootstrap': True}	0.48049458244430865	0.47481402001136097	0.47997675196067535	0.4737237438935936	0.471558981562479	0.4761136159744835	0.0035287907196358257	13
11.729822826385497	0.41291187355601916	0.2564809322357178	0.024035472207765595	True	200	10	3	sqrt	7	True	{'oob_score': True, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 7, 'bootstrap': True}	0.46734019140377603	0.46818127914743257	0.4600271943104506	0.4755226813824902	0.4721729882180271	0.4686488668924353	0.005214082176299511	14
84.82783918380737	0.36956432341781353	0.31233944892883303	0.024732172353077533	True	300	2	7		5	True	{'oob_score': True, 'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 7, 'max_features': None, 'max_depth': 5, 'bootstrap': True}	0.4324355393131304	0.4063227523265628	0.3936931560242892	0.430289162856344	0.426081794860682	0.41776448107620173	0.015176476261700739	15
4.984356784820557	0.2643981405475685	0.1291347026824951	0.014024694513669625	False	100	10	3	log2	7	False	{'oob_score': False, 'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': 7, 'bootstrap': False}	0.4163507710329951	0.4082727414109101	0.3964832890325035	0.40462982992194796	0.39516636270682404	0.4041805988210362	0.007817487600630153	16
20.8671941280365	0.22966241159797013	0.50711669921875	0.022069303405508202	False	400	2	7	log2	7	False	{'oob_score': False, 'n_estimators': 400, 'min_samples_split': 2, 'min_samples_leaf': 7, 'max_features': 'log2', 'max_depth': 7, 'bootstrap': False}	0.4008523909437349	0.4156846457683424	0.4026033627374347	0.3956938923639597	0.3963643252620811	0.40223972341511055	0.007213751723398026	17
18.52225008010864	0.6638456012028472	0.6058752059936523	0.06541325431986068	False	500	6	5	log2	7	True	{'oob_score': False, 'n_estimators': 500, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 7, 'bootstrap': True}	0.39407775721082317	0.39044519440813863	0.39796715448025255	0.39537114112413496	0.39298352911192813	0.3941689552670555	0.002496057502831795	18
19.02023615837097	0.5117528332254484	0.6343090534210205	0.039047823497856834	False	500	6	7	log2	7	True	{'oob_score': False, 'n_estimators': 500, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 'log2', 'max_depth': 7, 'bootstrap': True}	0.39722145694077227	0.3936803512779492	0.3889443139438117	0.3948664648783837	0.39292661040803367	0.39352783948979014	0.0027139701726474944	19
12.00718126296997	0.14296648576840734	0.39502854347229005	0.02127422012858636	False	300	2	1	log2	7	True	{'oob_score': False, 'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 7, 'bootstrap': True}	0.3960735938301483	0.3875778545579822	0.3949032086271468	0.39075595381253503	0.3953565911252911	0.3929334403906207	0.003256868355363445	20
16.580482769012452	0.5148959764264741	0.5461815357208252	0.1125795919778286	False	400	6	1	log2	7	True	{'oob_score': False, 'n_estimators': 400, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 7, 'bootstrap': True}	0.3973974362186772	0.38973203262649314	0.3924149959219323	0.39149010714410515	0.3920816122420878	0.39262323683065914	0.0025601853801747	21
8.889711570739745	0.4495785468472655	0.2301327705383301	0.019713148128282214	False	200	6	1	sqrt	6	True	{'oob_score': False, 'n_estimators': 200, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': True}	0.3529560324334162	0.35111458309590593	0.3456234017122074	0.34522023358336307	0.3525470398346089	0.3494922581319003	0.0033817038809270355	22
4.955082941055298	0.1193494921591236	0.10878982543945312	0.012309053701704173	True	100	2	3	sqrt	6	True	{'oob_score': True, 'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': True}	0.3394104817580422	0.33594670857994935	0.34801826482307685	0.34667519591894813	0.3411586518828136	0.342241860592566	0.004513098581370356	23
16.879659509658815	0.27853071575376204	0.4456020832061768	0.03855415888341035	True	400	10	7	log2	6	True	{'oob_score': True, 'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 7, 'max_features': 'log2', 'max_depth': 6, 'bootstrap': True}	0.2979365459507619	0.2816193650161405	0.2879260714080466	0.29129896557610435	0.28588558869758296	0.2889333073297273	0.0054854627851268906	24
9.358317947387695	0.18682932535073227	0.2944494724273682	0.02656157186733955	False	300	6	7	log2	6	True	{'oob_score': False, 'n_estimators': 300, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 'log2', 'max_depth': 6, 'bootstrap': True}	0.2930812215808618	0.28522658027790626	0.28109312997857683	0.2896421691410611	0.2830955662675124	0.28642773344918365	0.004372770343653658	25
41.74633293151855	0.8576184000786798	0.13334884643554687	0.01727903614373208	False	200	6	7		4	True	{'oob_score': False, 'n_estimators': 200, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': None, 'max_depth': 4, 'bootstrap': True}	0.25646908781179945	0.24026487047378042	0.2234083448696651	0.2546646416967021	0.24748186548636875	0.24445776206766318	0.011985456550952886	26
13.20613980293274	0.24816838271638667	0.32544946670532227	0.030598463701026347	False	400	2	7	sqrt	5	True	{'oob_score': False, 'n_estimators': 400, 'min_samples_split': 2, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_depth': 5, 'bootstrap': True}	0.23863261128689928	0.23478553680657643	0.23068434044171426	0.23039570037845625	0.23298714688675215	0.23349706716007965	0.0030273385572138806	27
17.320798444747926	0.8348409677387264	0.38788280487060545	0.03831922886383441	False	500	6	1	log2	5	False	{'oob_score': False, 'n_estimators': 500, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 5, 'bootstrap': False}	0.2020559848544179	0.19932113014868613	0.19779713639280427	0.19870304030317976	0.1920352950874734	0.1979825173573123	0.0032956939724311904	28
59.20441370010376	1.0277999597928777	0.14538164138793946	0.010151776688567697	False	200	6	5		4	False	{'oob_score': False, 'n_estimators': 200, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features': None, 'max_depth': 4, 'bootstrap': False}	0.20997173670189428	0.19498547589310689	0.1881743698714906	0.197172880405576	0.18900805880670568	0.1958625043357547	0.00784407467259969	29
29.365031719207764	1.0581088098492366	0.0730055332183838	0.00973054866804268	False	100	6	1		4	False	{'oob_score': False, 'n_estimators': 100, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 4, 'bootstrap': False}	0.20997173670189428	0.19498547589310677	0.1881743698714906	0.197172880405576	0.1890080588067058	0.1958625043357547	0.007844074672599673	29
7.9573344707489015	0.9439713520168695	0.30428242683410645	0.0606144438745319	False	200	2	3	log2	5	True	{'oob_score': False, 'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': 5, 'bootstrap': True}	0.19929548738120229	0.18919887076617303	0.18771736969861563	0.1875781004978927	0.1942516767086373	0.1916083010105042	0.004544611889420563	31
17.010675048828126	1.2066003030053456	0.3407596111297607	0.05244427322519753	False	400	2	7	sqrt	4	False	{'oob_score': False, 'n_estimators': 400, 'min_samples_split': 2, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_depth': 4, 'bootstrap': False}	0.15005347202687402	0.15240009947956712	0.1501585277654155	0.14843197232196315	0.1474495449412735	0.14969872330701867	0.0016910447302711073	32
13.308500623703003	0.4066409589772823	0.33558263778686526	0.04245499186167436	False	500	2	7	sqrt	4	True	{'oob_score': False, 'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_depth': 4, 'bootstrap': True}	0.1517943068901062	0.14737558614326363	0.14556857788039468	0.1420539680779399	0.14454783578325026	0.14626805495499093	0.0032549358263230183	33
10.65225043296814	0.3356464175527109	0.225777530670166	0.030230986231530723	True	300	2	7	sqrt	4	True	{'oob_score': True, 'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_depth': 4, 'bootstrap': True}	0.14854939315132387	0.14251391874980368	0.14859286240243397	0.14421960423297386	0.14330586786193977	0.14543632927969502	0.0026158989667367117	34
2.181695079803467	0.08502292597844618	0.07029619216918945	0.009055252460657656	False	100	6	5	log2	4	True	{'oob_score': False, 'n_estimators': 100, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 4, 'bootstrap': True}	0.1253425990096304	0.1220154396516463	0.12982212679921323	0.12514847863186063	0.13008829190041016	0.12648338719855215	0.0030720824821548107	35
8.957353496551514	0.22555346102778664	0.27662339210510256	0.020327837014974832	False	400	6	1	log2	4	True	{'oob_score': False, 'n_estimators': 400, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 4, 'bootstrap': True}	0.13007427078965283	0.12479647668792304	0.12441775452580639	0.12301125420887438	0.12717846246898612	0.12589564373624856	0.0024826830493075982	36
13.21369047164917	0.17890025036244625	0.272826623916626	0.030173631770608163	True	400	10	5	log2	4	True	{'oob_score': True, 'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 4, 'bootstrap': True}	0.1287231429657424	0.12509388883900108	0.12421108264062453	0.12333530489721434	0.12256335113675454	0.12478535409586737	0.0021434132781411688	37
3.9383834838867187	0.3938264489277102	0.10623564720153808	0.020435274928218727	True	100	2	3	log2	4	True	{'oob_score': True, 'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': 4, 'bootstrap': True}	0.12316284426248547	0.13080370035106226	0.11767681787123818	0.1251964024104777	0.12171950188898761	0.12371185335685024	0.004317191409973075	38
0.04249734878540039	0.0011542868248573652	0.0	0.0	True	300	10	5	log2	4	False	{'oob_score': True, 'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 4, 'bootstrap': False}								39
0.052253437042236325	0.002317251236922707	0.0	0.0	True	200	2	7	sqrt	5	False	{'oob_score': True, 'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_depth': 5, 'bootstrap': False}								39
0.0395291805267334	0.0016277418556435845	0.0	0.0	True	400	2	5		4	False	{'oob_score': True, 'n_estimators': 400, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': None, 'max_depth': 4, 'bootstrap': False}								39
0.03987445831298828	0.001031292637845875	0.0	0.0	True	300	6	3	sqrt		False	{'oob_score': True, 'n_estimators': 300, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': False}								39
0.043918800354003903	0.007038353216251767	0.0	0.0	True	100	10	3	log2	4	False	{'oob_score': True, 'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': 4, 'bootstrap': False}								39
0.049241495132446286	0.0036766413743580485	0.0	0.0	True	100	6	7		7	False	{'oob_score': True, 'n_estimators': 100, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': None, 'max_depth': 7, 'bootstrap': False}								39
0.03969087600708008	0.0018804016750430003	0.0	0.0	True	200	6	5		7	False	{'oob_score': True, 'n_estimators': 200, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features': None, 'max_depth': 7, 'bootstrap': False}								39
0.04856638908386231	0.007234500121360126	0.0	0.0	True	100	10	3	log2	7	False	{'oob_score': True, 'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': 7, 'bootstrap': False}								39
0.04814357757568359	0.0036839888476250973	0.0	0.0	True	100	2	5	sqrt	4	False	{'oob_score': True, 'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 4, 'bootstrap': False}								39
0.06591906547546386	0.01697492910752814	0.0	0.0	True	200	10	1	log2	4	False	{'oob_score': True, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 4, 'bootstrap': False}								39
0.047094869613647464	0.001630398180640703	0.0	0.0	True	500	6	7	log2	7	False	{'oob_score': True, 'n_estimators': 500, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 'log2', 'max_depth': 7, 'bootstrap': False}								39
0.04794225692749023	0.00410872295705957	0.0	0.0	True	100	10	5		7	False	{'oob_score': True, 'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': None, 'max_depth': 7, 'bootstrap': False}								39
